source_order,column,family,meaning,causal_availability,fold_local_selection
0,dataset,key,row identity,index only; never a learned numeric input,identity only
678,rc_nc_r24_left_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
679,rc_nc_r24_left_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
680,rc_nc_r24_left_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
681,rc_nc_r24_left_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
682,rc_nc_r24_left_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
683,rc_nc_r24_left_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
684,rc_nc_r24_left_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
685,rc_nc_r24_left_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
686,rc_nc_r24_left_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
687,rc_nc_r24_left_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
688,rc_nc_r24_left_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
689,rc_nc_r24_left_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
690,rc_nc_r24_left_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
691,rc_nc_r24_right_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
692,rc_nc_r24_right_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
693,rc_nc_r24_right_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
694,rc_nc_r24_right_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
695,rc_nc_r24_right_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
696,rc_nc_r24_right_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
697,rc_nc_r24_right_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
698,rc_nc_r24_right_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
699,rc_nc_r24_right_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
700,rc_nc_r24_right_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
701,rc_nc_r24_right_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
